date,smb,hml
1967-07-01,0.08895501740330929,0.07154380660103746
1967-08-01,0.03791052731120735,0.04285942306038247
1967-09-01,0.03462421461098776,0.05290334362772834
1967-10-01,0.0157162405339102,-0.01023188272309191
1967-11-01,-0.10309377133874265,-0.11917306023017801
1967-12-01,0.06444319239774884,0.10613374266263748
1968-01-01,0.02535707535309645,0.060767804883358895
1968-02-01,0.012703835477270026,-0.005658912007744786
1968-03-01,-0.0035066870688611343,-0.03358830962834396
1968-04-01,0.12522567370273344,0.09590899270480986
1968-05-01,0.1109745372189112,0.013696042797091239
1968-06-01,0.0033339300278007727,-0.03497892060280874
1968-07-01,-0.008016809442389923,0.06209584269831265
1968-08-01,0.02197523304732085,0.0223865514283259
1968-09-01,0.012680668378499217,0.061301411484130486
1968-10-01,0.02181693079485733,0.03454640205233566
1968-11-01,0.01763983787656513,-0.03195197073086483
1968-12-01,0.03659859063932163,0.031394315867895484
1969-01-01,0.00022856663639681495,0.03204910618520768
1969-02-01,-0.04399811540738517,0.00037559067191887674
1969-03-01,-0.018363444930908263,0.01820530055718588
1969-04-01,0.004364682683673475,-0.033138543178155795
1969-05-01,0.012106835644649401,0.02186947811486684
1969-06-01,-0.08249348976349272,-0.08478158000900898
1969-07-01,-0.0509726666686827,0.02153007950030665
1969-08-01,0.023999637838327155,-0.021497306524030847
1969-09-01,0.003123875637054817,-0.02596013844826562
1969-10-01,0.020083785903780488,0.029661262152594972
1969-11-01,-0.0297667646258482,-0.04953367006479454
1969-12-01,-0.053225553347081095,-0.04698078001099006
1970-01-01,0.031057534574650422,-0.0016414902940082576
1970-02-01,0.0023382593768365156,0.0713015407952721
1970-03-01,-0.03725100571887162,0.04614341670492756
1970-04-01,-0.0521850422203297,0.06025335566554932
1970-05-01,-0.047443558399944644,-0.021836758452098787
1970-06-01,-0.02945333670558166,-0.018288300928288537
1970-07-01,0.00936904373495557,0.011346765369148921
1970-08-01,0.008928563942862358,0.0028800959537544496
1970-09-01,0.09852073449061455,-0.025424311761522544
1970-10-01,-0.042631751472822825,-0.03224672614500282
1970-11-01,-0.048675679195407086,-0.00010547843667715537
1970-12-01,0.01690923319956135,0.031149479573496397
1971-01-01,0.08538519466255892,0.03998069000177297
1971-02-01,0.04100619563267177,-0.03694152429521785
1971-03-01,0.01948251900336523,-0.007676918613754441
1971-04-01,0.00809038491821239,0.037446046329184156
1971-05-01,-0.017614221453374948,-0.018434174161155878
1971-06-01,-0.017134822532843895,-0.0405297759176327
1971-07-01,-0.019179055076183137,0.006598609646531514
1971-08-01,0.001929834155364768,0.016422741077699178
1971-09-01,0.004471893365358495,-0.028345001003265178
1971-10-01,-0.014514156176847273,-0.013199928615246243
1971-11-01,-0.0250991006512159,-0.026631118865474333
1971-12-01,0.0350634599737384,0.007651196453315176
1972-01-01,0.06274480856076745,0.011291541864870261
1972-02-01,0.017203207805611142,-0.015605962266895212
1972-03-01,-0.001121475135996126,-0.02240008253434316
1972-04-01,0.002792276339790932,0.00012258910640383907
1972-05-01,-0.02588160508531375,-0.027267510622255332
1972-06-01,-0.007753354400539529,-0.034739558725370566
1972-07-01,-0.0326365359921222,-0.004356928175558623
1972-08-01,-0.04472845580857391,0.06403730173121132
1972-09-01,-0.012907199585255418,-0.019035264711358052
1972-10-01,-0.027028780643244845,0.017087313742830828
1972-11-01,-0.012633451536314809,0.0601771654860928
1972-12-01,-0.021093500239583316,-0.031460484367217864
1973-01-01,-0.045885931032892666,0.027058354386298063
1973-02-01,-0.037510364907602865,-0.000540420325180993
1973-03-01,-0.02929940624493234,0.02972421573960022
1973-04-01,-0.04623076507644487,0.04792763795213523
1973-05-01,-0.06424756402881476,-0.009445927282050938
1973-06-01,-0.027621839533411872,-0.03295465028268228
1973-07-01,0.0721179117805851,-0.00037640673455126283
1973-08-01,-0.01504889716748091,-0.010025276133372556
1973-09-01,0.027963111727381404,0.045394512708910366
1973-10-01,-0.0012248923736916913,-0.011680208597464792
1973-11-01,-0.057412857606648965,-0.018632128599454845
1973-12-01,-0.042502182809740094,0.008667577855558259
1974-01-01,0.07907967329138459,0.10124021170492883
1974-02-01,-0.010959496775124502,0.03800176465411948
1974-03-01,0.015473358693669052,0.01144218607370387
1974-04-01,-0.02066861626111783,0.02916864448491411
1974-05-01,-0.032643084845439,-0.018421544296111245
1974-06-01,-0.014335883745966317,-0.02296814059135352
1974-07-01,0.0037247540291280093,0.06071065090043167
1974-08-01,-0.002154572087306586,0.02171021778465354
1974-09-01,0.01793909919338546,0.04592645002112758
1974-10-01,-0.03149188367480041,-0.08400837648813284
1974-11-01,-0.010235447016557153,0.006413749394545136
1974-12-01,-0.033272148808118386,-0.023030698988914453
1975-01-01,0.08974149760435154,0.12353067287429897
1975-02-01,-0.0004739480751932007,-0.05188928377049874
1975-03-01,0.034060464597002155,0.03865651058236074
1975-04-01,-0.0162259571587082,-0.01538639416281741
1975-05-01,0.027573613958995852,-0.01701887739649878
1975-06-01,0.013769489522449538,0.00879139665610288
1975-07-01,0.03145356366971758,0.040597958457977396
1975-08-01,-0.03867069211572342,0.005753066901977674
1975-09-01,0.00759398923208824,0.0007065330212540633
1975-10-01,-0.04036205904972731,-0.018309411523534037
1975-11-01,-0.008072574413151973,0.00961361852219356
1975-12-01,-0.004401027678953203,0.025150286780854018
1976-01-01,0.0635077727718307,0.05965069387075145
1976-02-01,0.07066433179282096,0.07040055629724674
1976-03-01,-0.014347499089064672,0.0054582004152182
1976-04-01,-0.005525582322625391,0.016241481883187657
1976-05-01,-0.011855555200740176,-0.0148509833153841
1976-06-01,-0.0219598749367642,-0.0040929558456805695
1976-07-01,0.006282106037733603,0.017021004738431232
1976-08-01,-0.023138549895553355,0.005151711121292837
1976-09-01,-7.650530161711078e-07,-0.005205749867124149
1976-10-01,0.0023514001435037193,0.00346382059916827
1976-11-01,0.0343081630140283,0.003132684779372988
1976-12-01,0.028836542361125372,0.03704247193640413
1977-01-01,0.05156253667125838,0.040751545734367345
1977-02-01,0.008574182031035169,-0.0033456481433407383
1977-03-01,0.0155731999559765,0.001271747521593333
1977-04-01,0.00503842657475577,0.03517133008979547
1977-05-01,0.010389646948113774,0.007406410954713354
1977-06-01,0.0076794240099093,-0.028137252682002067
1977-07-01,0.015578800599178422,0.006551846563188331
1977-08-01,0.011798112299063175,-0.03324923029177939
1977-09-01,0.012949970869534179,-0.0036450028624482366
1977-10-01,0.019782258978800267,0.01245690197799966
1977-11-01,0.04638175811350751,-0.0005285349509696335
1977-12-01,0.014867841961945965,-0.0020519752670093375
1978-01-01,0.02382474440860327,0.03149798430819026
1978-02-01,0.03882388917446858,0.01294447937119122
1978-03-01,0.036777200694367795,0.028482532100491002
1978-04-01,-0.0014307556053405612,-0.04459824421846092
1978-05-01,0.05456611523555477,-0.011691423285280254
1978-06-01,0.00848846786632802,-0.02330770062822342
1978-07-01,0.003176435139206034,-0.030927979662834504
1978-08-01,0.0522227603060259,-0.011636343581118973
1978-09-01,-0.006499259047169746,0.03254214169588369
1978-10-01,-0.11620488702439936,0.03157121126376311
1978-11-01,0.030328375375055176,-0.028497377534085405
1978-12-01,0.005430609647741773,-0.02044620024276514
1979-01-01,0.04573406155398131,0.01339820955600015
1979-02-01,0.0011085541214457331,0.0248381271311953
1979-03-01,0.03503013490236686,-0.03286216853712465
1979-04-01,0.02185821933152511,0.003938619358871647
1979-05-01,0.0031417517831471425,0.014469185813074395
1979-06-01,0.0028693684208609856,-0.021298941732955646
1979-07-01,0.021655630101740268,0.018520712268110005
1979-08-01,0.021703397790435723,-0.01607125680357934
1979-09-01,-0.005646080575533442,-0.015358467541892023
1979-10-01,-0.040547605187443325,-0.020116637279336824
1979-11-01,0.03154761660429744,-0.03986177340313428
1979-12-01,0.045425609075216894,-0.029752061148309146
1980-01-01,0.030443589770930667,-0.012013586803841549
1980-02-01,-0.02470482863338947,-0.004363773952669028
1980-03-01,-0.07451265485388618,0.017697570162228615
1980-04-01,0.012472333749812176,-0.00099005857320731
1980-05-01,0.02533025974206634,-0.0008776993235657116
1980-06-01,0.008502410725775233,-0.02923201782228722
1980-07-01,0.03496862894511918,-0.042128577494111516
1980-08-01,0.04535961415126925,-0.009544664736684152
1980-09-01,0.016324762148179267,-0.05183835718630874
1980-10-01,0.02384008478798267,-0.04471801486936493
1980-11-01,-0.02833019988382173,-0.11235653344009248
1980-12-01,-0.0057692860064033,0.035155506956559515
1981-01-01,0.016146097740068414,0.08577867477509095
1981-02-01,-0.012604926885741335,0.022599349158724365
1981-03-01,0.04334432566578715,0.014725323186919922
1981-04-01,0.04356412099735772,0.039423352970125634
1981-05-01,0.01877571873736805,0.005040105068078497
1981-06-01,-0.009031123983821294,0.043830741766910986
1981-07-01,-0.015361131791953482,0.0049980289949642966
1981-08-01,-0.01848814190488511,0.034754879944334294
